id,markup_value,tier_name,time_start,time_end,conv_id,trans_conv_id,lang_code,trans_lang_code,conv_audio_path,original_or_reenacted,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,trans_id,duration,remix_dict,track_side_code,participant_id,participant_id_unique,audio_path
ES_020_24,24,LittleRight,0 days 00:19:46.470000,0 days 00:19:48.320000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_24,0 days 00:00:01.850000,{1: [2]},r,40,23,fragments-short/ES_020_24.wav
ES_020_25,25,LittleRight,0 days 00:21:13.875000,0 days 00:21:15.525000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_25,0 days 00:00:01.650000,{1: [2]},r,40,23,fragments-short/ES_020_25.wav
ES_020_26,26,LittleRight,0 days 00:21:15.535000,0 days 00:21:19.545000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_26,0 days 00:00:04.010000,{1: [2]},r,40,23,fragments-short/ES_020_26.wav
ES_020_32,32,LittleRight,0 days 00:29:13.815000,0 days 00:29:15.015000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_32,0 days 00:00:01.200000,{1: [2]},r,40,23,fragments-short/ES_020_32.wav
ES_020_39,39,LittleRight,0 days 00:34:13.010000,0 days 00:34:16.110000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_39,0 days 00:00:03.100000,{1: [2]},r,40,23,fragments-short/ES_020_39.wav
ES_020_40,40,LittleRight,0 days 00:36:01.410000,0 days 00:36:02.770000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_40,0 days 00:00:01.360000,{1: [2]},r,40,23,fragments-short/ES_020_40.wav
ES_020_41,41,LittleRight,0 days 00:37:18.230000,0 days 00:37:22.170000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_41,0 days 00:00:03.940000,{1: [2]},r,40,23,fragments-short/ES_020_41.wav
ES_020_42,42,LittleRight,0 days 00:39:08.555000,0 days 00:39:09.635000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_42,0 days 00:00:01.080000,{1: [2]},r,40,23,fragments-short/ES_020_42.wav
ES_020_43,43,LittleRight,0 days 00:39:09.650000,0 days 00:39:12.160000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_43,0 days 00:00:02.510000,{1: [2]},r,40,23,fragments-short/ES_020_43.wav
ES_020_1,1,LittleLeft,0 days 00:01:35.565000,0 days 00:01:38.605000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_1,0 days 00:00:03.040000,{1: [1]},l,39,3,fragments-short/ES_020_1.wav
ES_020_3,3,LittleLeft,0 days 00:01:39.655000,0 days 00:01:40.725000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_3,0 days 00:00:01.070000,{1: [1]},l,39,3,fragments-short/ES_020_3.wav
ES_020_5,5,LittleLeft,0 days 00:03:08.520000,0 days 00:03:12.580000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_5,0 days 00:00:04.060000,{1: [1]},l,39,3,fragments-short/ES_020_5.wav
ES_020_7,7,LittleLeft,0 days 00:04:32.965000,0 days 00:04:35.115000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_7,0 days 00:00:02.150000,{1: [1]},l,39,3,fragments-short/ES_020_7.wav
ES_020_9,9,LittleLeft,0 days 00:05:55.190000,0 days 00:05:57.820000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_9,0 days 00:00:02.630000,{1: [1]},l,39,3,fragments-short/ES_020_9.wav
ES_020_10,10,LittleLeft,0 days 00:07:24.310000,0 days 00:07:25.250000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_10,0 days 00:00:00.940000,{1: [1]},l,39,3,fragments-short/ES_020_10.wav
ES_020_12,12,LittleLeft,0 days 00:07:26.150000,0 days 00:07:30.370000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_12,0 days 00:00:04.220000,{1: [1]},l,39,3,fragments-short/ES_020_12.wav
ES_020_13,13,LittleLeft,0 days 00:08:44.600000,0 days 00:08:49.170000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_13,0 days 00:00:04.570000,{1: [1]},l,39,3,fragments-short/ES_020_13.wav
ES_020_14,14,LittleLeft,0 days 00:10:14.760000,0 days 00:10:17.560000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_14,0 days 00:00:02.800000,{1: [1]},l,39,3,fragments-short/ES_020_14.wav
ES_020_15,15,LittleLeft,0 days 00:10:17.575000,0 days 00:10:19.455000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_15,0 days 00:00:01.880000,{1: [1]},l,39,3,fragments-short/ES_020_15.wav
ES_020_17,17,LittleLeft,0 days 00:10:20.335000,0 days 00:10:21.415000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_17,0 days 00:00:01.080000,{1: [1]},l,39,3,fragments-short/ES_020_17.wav
ES_020_19,19,LittleLeft,0 days 00:12:14.760000,0 days 00:12:18.880000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_19,0 days 00:00:04.120000,{1: [1]},l,39,3,fragments-short/ES_020_19.wav
ES_020_20,20,LittleLeft,0 days 00:12:36.830000,0 days 00:12:39.200000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_20,0 days 00:00:02.370000,{1: [1]},l,39,3,fragments-short/ES_020_20.wav
ES_020_21,21,LittleLeft,0 days 00:13:55.750000,0 days 00:13:58.560000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_21,0 days 00:00:02.810000,{1: [1]},l,39,3,fragments-short/ES_020_21.wav
ES_020_22,22,LittleLeft,0 days 00:16:22.430000,0 days 00:16:24.070000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_22,0 days 00:00:01.640000,{1: [1]},l,39,3,fragments-short/ES_020_22.wav
ES_020_23,23,LittleLeft,0 days 00:18:38.210000,0 days 00:18:42.080000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_23,0 days 00:00:03.870000,{1: [1]},l,39,3,fragments-short/ES_020_23.wav
ES_020_27,27,LittleLeft,0 days 00:24:10.040000,0 days 00:24:13.340000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_27,0 days 00:00:03.300000,{1: [1]},l,39,3,fragments-short/ES_020_27.wav
ES_020_28,28,LittleLeft,0 days 00:25:25.340000,0 days 00:25:30.770000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_28,0 days 00:00:05.430000,{1: [1]},l,39,3,fragments-short/ES_020_28.wav
ES_020_29,29,LittleLeft,0 days 00:27:21.810000,0 days 00:27:25.605000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_29,0 days 00:00:03.795000,{1: [1]},l,39,3,fragments-short/ES_020_29.wav
ES_020_30,30,LittleLeft,0 days 00:27:25.610000,0 days 00:27:26.840000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_30,0 days 00:00:01.230000,{1: [1]},l,39,3,fragments-short/ES_020_30.wav
ES_020_31,31,LittleLeft,0 days 00:29:10.045000,0 days 00:29:13.575000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_31,0 days 00:00:03.530000,{1: [1]},l,39,3,fragments-short/ES_020_31.wav
ES_020_33,33,LittleLeft,0 days 00:29:14.430000,0 days 00:29:15.600000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_33,0 days 00:00:01.170000,{1: [1]},l,39,3,fragments-short/ES_020_33.wav
ES_020_34,34,LittleLeft,0 days 00:30:52.300000,0 days 00:30:55.380000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_34,0 days 00:00:03.080000,{1: [1]},l,39,3,fragments-short/ES_020_34.wav
ES_020_35,35,LittleLeft,0 days 00:30:55.405000,0 days 00:30:57.485000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_35,0 days 00:00:02.080000,{1: [1]},l,39,3,fragments-short/ES_020_35.wav
ES_020_36,36,LittleLeft,0 days 00:33:35.190000,0 days 00:33:37.430000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_36,0 days 00:00:02.240000,{1: [1]},l,39,3,fragments-short/ES_020_36.wav
ES_020_37,37,LittleLeft,0 days 00:33:37.435000,0 days 00:33:39.725000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_37,0 days 00:00:02.290000,{1: [1]},l,39,3,fragments-short/ES_020_37.wav
ES_020_38,38,LittleLeft,0 days 00:33:39.745000,0 days 00:33:41.175000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_38,0 days 00:00:01.430000,{1: [1]},l,39,3,fragments-short/ES_020_38.wav
EN_021_1,1,LittleRight,0 days 00:00:03.980000,0 days 00:00:07.940000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_1,0 days 00:00:03.960000,{1: [2]},r,42,14,fragments-short/EN_021_1.wav
EN_021_2,2,LittleRight,0 days 00:00:14.260000,0 days 00:00:17.180000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_2,0 days 00:00:02.920000,{1: [2]},r,42,14,fragments-short/EN_021_2.wav
EN_021_3,3,LittleRight,0 days 00:00:43.665000,0 days 00:00:46.775000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_3,0 days 00:00:03.110000,{1: [2]},r,42,14,fragments-short/EN_021_3.wav
EN_021_4,4,LittleRight,0 days 00:00:48.175000,0 days 00:00:50.945000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_4,0 days 00:00:02.770000,{1: [2]},r,42,14,fragments-short/EN_021_4.wav
EN_021_5,5,LittleRight,0 days 00:00:57.595000,0 days 00:01:02.395000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_5,0 days 00:00:04.800000,{1: [2]},r,42,14,fragments-short/EN_021_5.wav
EN_021_6,6,LittleRight,0 days 00:01:11.910000,0 days 00:01:15.310000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_6,0 days 00:00:03.400000,{1: [2]},r,42,14,fragments-short/EN_021_6.wav
EN_021_7,7,LittleRight,0 days 00:01:15.325000,0 days 00:01:18.965000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_7,0 days 00:00:03.640000,{1: [2]},r,42,14,fragments-short/EN_021_7.wav
EN_021_8,8,LittleRight,0 days 00:01:26.370000,0 days 00:01:28.830000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_8,0 days 00:00:02.460000,{1: [2]},r,42,14,fragments-short/EN_021_8.wav
EN_021_9,9,LittleRight,0 days 00:01:36.860000,0 days 00:01:38.320000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_9,0 days 00:00:01.460000,{1: [2]},r,42,14,fragments-short/EN_021_9.wav
EN_021_10,10,LittleRight,0 days 00:01:38.375000,0 days 00:01:40.855000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_10,0 days 00:00:02.480000,{1: [2]},r,42,14,fragments-short/EN_021_10.wav
EN_021_11,11,LittleRight,0 days 00:01:46.220000,0 days 00:01:48.530000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_11,0 days 00:00:02.310000,{1: [2]},r,42,14,fragments-short/EN_021_11.wav
EN_021_12,12,LittleRight,0 days 00:01:49.630000,0 days 00:01:51,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_12,0 days 00:00:01.370000,{1: [2]},r,42,14,fragments-short/EN_021_12.wav
EN_021_13,13,LittleRight,0 days 00:01:51.020000,0 days 00:01:58.990000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_13,0 days 00:00:07.970000,{1: [2]},r,42,14,fragments-short/EN_021_13.wav
EN_021_14,14,LittleRight,0 days 00:02:06.295000,0 days 00:02:08.720000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_14,0 days 00:00:02.425000,{1: [2]},r,42,14,fragments-short/EN_021_14.wav
EN_021_15,15,LittleRight,0 days 00:02:08.720000,0 days 00:02:11.450000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_15,0 days 00:00:02.730000,{1: [2]},r,42,14,fragments-short/EN_021_15.wav
EN_021_16,16,LittleRight,0 days 00:02:12.020000,0 days 00:02:16.140000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_16,0 days 00:00:04.120000,{1: [2]},r,42,14,fragments-short/EN_021_16.wav
EN_021_17,17,LittleRight,0 days 00:02:18.480000,0 days 00:02:21.650000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_17,0 days 00:00:03.170000,{1: [2]},r,42,14,fragments-short/EN_021_17.wav
EN_021_18,18,LittleRight,0 days 00:02:21.690000,0 days 00:02:23.920000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_18,0 days 00:00:02.230000,{1: [2]},r,42,14,fragments-short/EN_021_18.wav
EN_021_19,19,LittleRight,0 days 00:02:34.190000,0 days 00:02:36.120000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_19,0 days 00:00:01.930000,{1: [2]},r,42,14,fragments-short/EN_021_19.wav
EN_021_20,20,LittleRight,0 days 00:02:36.140000,0 days 00:02:39.420000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_20,0 days 00:00:03.280000,{1: [2]},r,42,14,fragments-short/EN_021_20.wav
EN_021_21,21,LittleRight,0 days 00:02:57.300000,0 days 00:02:58.930000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_21,0 days 00:00:01.630000,{1: [2]},r,42,14,fragments-short/EN_021_21.wav
EN_021_22,22,LittleRight,0 days 00:02:58.940000,0 days 00:03:03.750000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_22,0 days 00:00:04.810000,{1: [2]},r,42,14,fragments-short/EN_021_22.wav
EN_021_23,23,LittleRight,0 days 00:03:06.530000,0 days 00:03:08.360000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_23,0 days 00:00:01.830000,{1: [2]},r,42,14,fragments-short/EN_021_23.wav
EN_021_25,25,LittleRight,0 days 00:03:10.225000,0 days 00:03:12.815000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_25,0 days 00:00:02.590000,{1: [2]},r,42,14,fragments-short/EN_021_25.wav
EN_021_26,26,LittleRight,0 days 00:03:34.415000,0 days 00:03:36.025000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_26,0 days 00:00:01.610000,{1: [2]},r,42,14,fragments-short/EN_021_26.wav
EN_021_27,27,LittleRight,0 days 00:03:36.125000,0 days 00:03:38.375000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_27,0 days 00:00:02.250000,{1: [2]},r,42,14,fragments-short/EN_021_27.wav
EN_021_28,28,LittleRight,0 days 00:03:38.475000,0 days 00:03:41.785000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_28,0 days 00:00:03.310000,{1: [2]},r,42,14,fragments-short/EN_021_28.wav
EN_021_30,30,LittleRight,0 days 00:03:42.050000,0 days 00:03:45.570000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_30,0 days 00:00:03.520000,{1: [2]},r,42,14,fragments-short/EN_021_30.wav
EN_021_31,31,LittleRight,0 days 00:04:21.805000,0 days 00:04:25.885000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_31,0 days 00:00:04.080000,{1: [2]},r,42,14,fragments-short/EN_021_31.wav
EN_021_32,32,LittleRight,0 days 00:04:27.215000,0 days 00:04:31.575000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_32,0 days 00:00:04.360000,{1: [2]},r,42,14,fragments-short/EN_021_32.wav
EN_021_33,33,LittleRight,0 days 00:04:31.770000,0 days 00:04:36.030000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_33,0 days 00:00:04.260000,{1: [2]},r,42,14,fragments-short/EN_021_33.wav
EN_021_35,35,LittleRight,0 days 00:04:45.565000,0 days 00:04:48.085000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_35,0 days 00:00:02.520000,{1: [2]},r,42,14,fragments-short/EN_021_35.wav
EN_021_36,36,LittleRight,0 days 00:05:04.590000,0 days 00:05:07.490000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_36,0 days 00:00:02.900000,{1: [2]},r,42,14,fragments-short/EN_021_36.wav
EN_021_37,37,LittleRight,0 days 00:05:07.490000,0 days 00:05:08.660000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_37,0 days 00:00:01.170000,{1: [2]},r,42,14,fragments-short/EN_021_37.wav
EN_021_38,38,LittleRight,0 days 00:05:08.830000,0 days 00:05:11.310000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_38,0 days 00:00:02.480000,{1: [2]},r,42,14,fragments-short/EN_021_38.wav
EN_021_39,39,LittleRight,0 days 00:05:11.795000,0 days 00:05:12.895000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_39,0 days 00:00:01.100000,{1: [2]},r,42,14,fragments-short/EN_021_39.wav
EN_021_40,40,LittleRight,0 days 00:05:12.910000,0 days 00:05:16.190000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_40,0 days 00:00:03.280000,{1: [2]},r,42,14,fragments-short/EN_021_40.wav
EN_021_41,41,LittleRight,0 days 00:05:38.175000,0 days 00:05:39.265000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_41,0 days 00:00:01.090000,{1: [2]},r,42,14,fragments-short/EN_021_41.wav
EN_021_42,42,LittleRight,0 days 00:05:39.515000,0 days 00:05:44.985000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_42,0 days 00:00:05.470000,{1: [2]},r,42,14,fragments-short/EN_021_42.wav
EN_021_43,43,LittleRight,0 days 00:06:06.095000,0 days 00:06:11.265000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_43,0 days 00:00:05.170000,{1: [2]},r,42,14,fragments-short/EN_021_43.wav
EN_021_45,45,LittleRight,0 days 00:06:12.165000,0 days 00:06:13.375000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_45,0 days 00:00:01.210000,{1: [2]},r,42,14,fragments-short/EN_021_45.wav
EN_021_47,47,LittleRight,0 days 00:06:21.740000,0 days 00:06:24.860000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_47,0 days 00:00:03.120000,{1: [2]},r,42,14,fragments-short/EN_021_47.wav
EN_021_48,48,LittleRight,0 days 00:06:30.465000,0 days 00:06:32.405000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_48,0 days 00:00:01.940000,{1: [2]},r,42,14,fragments-short/EN_021_48.wav
EN_021_49,49,LittleRight,0 days 00:06:32.515000,0 days 00:06:35.475000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_49,0 days 00:00:02.960000,{1: [2]},r,42,14,fragments-short/EN_021_49.wav
EN_021_50,50,LittleRight,0 days 00:06:37.765000,0 days 00:06:39.745000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_50,0 days 00:00:01.980000,{1: [2]},r,42,14,fragments-short/EN_021_50.wav
EN_021_51,51,LittleRight,0 days 00:06:39.760000,0 days 00:06:40.920000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_51,0 days 00:00:01.160000,{1: [2]},r,42,14,fragments-short/EN_021_51.wav
EN_021_52,52,LittleRight,0 days 00:07:00.115000,0 days 00:07:02.685000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_52,0 days 00:00:02.570000,{1: [2]},r,42,14,fragments-short/EN_021_52.wav
EN_021_53,53,LittleRight,0 days 00:07:02.695000,0 days 00:07:04.665000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_53,0 days 00:00:01.970000,{1: [2]},r,42,14,fragments-short/EN_021_53.wav
EN_021_54,54,LittleRight,0 days 00:07:04.865000,0 days 00:07:06.405000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_54,0 days 00:00:01.540000,{1: [2]},r,42,14,fragments-short/EN_021_54.wav
EN_021_24,24,LittleLeft,0 days 00:03:08.970000,0 days 00:03:10.210000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_24,0 days 00:00:01.240000,{1: [1]},l,41,3,fragments-short/EN_021_24.wav
EN_021_29,29,LittleLeft,0 days 00:03:41.825000,0 days 00:03:43.125000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_29,0 days 00:00:01.300000,{1: [1]},l,41,3,fragments-short/EN_021_29.wav
EN_021_34,34,LittleLeft,0 days 00:04:45.630000,0 days 00:04:46.610000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_34,0 days 00:00:00.980000,{1: [1]},l,41,3,fragments-short/EN_021_34.wav
EN_021_44,44,LittleLeft,0 days 00:06:11.005000,0 days 00:06:13.095000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_44,0 days 00:00:02.090000,{1: [1]},l,41,3,fragments-short/EN_021_44.wav
EN_021_46,46,LittleLeft,0 days 00:06:20.970000,0 days 00:06:21.920000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_46,0 days 00:00:00.950000,{1: [1]},l,41,3,fragments-short/EN_021_46.wav
ES_021_1,1,LittleRight,0 days 00:01:19.070000,0 days 00:01:23.830000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_1,0 days 00:00:04.760000,{1: [2]},r,42,14,fragments-short/ES_021_1.wav
ES_021_2,2,LittleRight,0 days 00:01:58.870000,0 days 00:02:01.360000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_2,0 days 00:00:02.490000,{1: [2]},r,42,14,fragments-short/ES_021_2.wav
ES_021_3,3,LittleRight,0 days 00:03:31.180000,0 days 00:03:35.310000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_3,0 days 00:00:04.130000,{1: [2]},r,42,14,fragments-short/ES_021_3.wav
ES_021_4,4,LittleRight,0 days 00:03:47.460000,0 days 00:03:51.100000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_4,0 days 00:00:03.640000,{1: [2]},r,42,14,fragments-short/ES_021_4.wav
ES_021_5,5,LittleRight,0 days 00:05:28.630000,0 days 00:05:34.660000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_5,0 days 00:00:06.030000,{1: [2]},r,42,14,fragments-short/ES_021_5.wav
ES_021_6,6,LittleRight,0 days 00:06:29.995000,0 days 00:06:34.085000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_6,0 days 00:00:04.090000,{1: [2]},r,42,14,fragments-short/ES_021_6.wav
ES_021_7,7,LittleRight,0 days 00:06:34.380000,0 days 00:06:38.350000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_7,0 days 00:00:03.970000,{1: [2]},r,42,14,fragments-short/ES_021_7.wav
ES_021_8,8,LittleRight,0 days 00:08:58.900000,0 days 00:09:01.180000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_8,0 days 00:00:02.280000,{1: [2]},r,42,14,fragments-short/ES_021_8.wav
ES_021_9,9,LittleRight,0 days 00:09:42.100000,0 days 00:09:43.530000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_9,0 days 00:00:01.430000,{1: [2]},r,42,14,fragments-short/ES_021_9.wav
ES_021_10,10,LittleRight,0 days 00:09:43.675000,0 days 00:09:46.295000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_10,0 days 00:00:02.620000,{1: [2]},r,42,14,fragments-short/ES_021_10.wav
ES_021_11,11,LittleRight,0 days 00:10:14.200000,0 days 00:10:17.840000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_11,0 days 00:00:03.640000,{1: [2]},r,42,14,fragments-short/ES_021_11.wav
ES_021_12,12,LittleRight,0 days 00:11:07.495000,0 days 00:11:09.505000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_12,0 days 00:00:02.010000,{1: [2]},r,42,14,fragments-short/ES_021_12.wav
ES_021_13,13,LittleRight,0 days 00:11:09.680000,0 days 00:11:15.680000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_13,0 days 00:00:06,{1: [2]},r,42,14,fragments-short/ES_021_13.wav
ES_021_14,14,LittleRight,0 days 00:11:51.100000,0 days 00:11:53.670000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_14,0 days 00:00:02.570000,{1: [2]},r,42,14,fragments-short/ES_021_14.wav
ES_021_15,15,LittleRight,0 days 00:11:53.685000,0 days 00:11:55.695000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_15,0 days 00:00:02.010000,{1: [2]},r,42,14,fragments-short/ES_021_15.wav
ES_021_16,16,LittleRight,0 days 00:12:19.590000,0 days 00:12:24.130000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_16,0 days 00:00:04.540000,{1: [2]},r,42,14,fragments-short/ES_021_16.wav
ES_021_17,17,LittleRight,0 days 00:14:21.280000,0 days 00:14:24.080000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_17,0 days 00:00:02.800000,{1: [2]},r,42,14,fragments-short/ES_021_17.wav
