id,participant_id,participant_id_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
EN_023_51,46,23,EN,EN_023,RE,0 days 00:28:18.985000,0 days 00:28:22.955000,0 days 00:00:03.970000,ES_023_51
EN_023_8,45,3,EN,EN_023,RE,0 days 00:03:22.410000,0 days 00:03:23.450000,0 days 00:00:01.040000,ES_023_8
EN_023_11,45,3,EN,EN_023,RE,0 days 00:04:58.580000,0 days 00:05:01.930000,0 days 00:00:03.350000,ES_023_11
EN_023_12,45,3,EN,EN_023,RE,0 days 00:06:31.500000,0 days 00:06:34.640000,0 days 00:00:03.140000,ES_023_12
EN_023_13,45,3,EN,EN_023,RE,0 days 00:06:35.115000,0 days 00:06:36.775000,0 days 00:00:01.660000,ES_023_13
EN_023_16,45,3,EN,EN_023,RE,0 days 00:09:38.250000,0 days 00:09:39.300000,0 days 00:00:01.050000,ES_023_16
EN_023_25,45,3,EN,EN_023,RE,0 days 00:14:40.170000,0 days 00:14:40.910000,0 days 00:00:00.740000,ES_023_25
EN_023_32,45,3,EN,EN_023,RE,0 days 00:18:28.870000,0 days 00:18:30.510000,0 days 00:00:01.640000,ES_023_32
EN_023_34,45,3,EN,EN_023,RE,0 days 00:20:17.495000,0 days 00:20:18.395000,0 days 00:00:00.900000,ES_023_34
EN_023_36,45,3,EN,EN_023,RE,0 days 00:20:50.710000,0 days 00:20:52.460000,0 days 00:00:01.750000,ES_023_36
EN_023_42,45,3,EN,EN_023,RE,0 days 00:23:31.155000,0 days 00:23:33.305000,0 days 00:00:02.150000,ES_023_42
EN_023_43,45,3,EN,EN_023,RE,0 days 00:24:23.680000,0 days 00:24:26.050000,0 days 00:00:02.370000,ES_023_43
EN_023_45,45,3,EN,EN_023,RE,0 days 00:24:45.800000,0 days 00:24:48.930000,0 days 00:00:03.130000,ES_023_45
EN_023_48,45,3,EN,EN_023,RE,0 days 00:26:24.385000,0 days 00:26:25.385000,0 days 00:00:01,ES_023_48
EN_024_5,48,14,EN,EN_024,OG,0 days 00:00:22.375000,0 days 00:00:24.545000,0 days 00:00:02.170000,ES_024_5
EN_024_6,48,14,EN,EN_024,OG,0 days 00:00:24.550000,0 days 00:00:26.380000,0 days 00:00:01.830000,ES_024_6
EN_024_7,48,14,EN,EN_024,OG,0 days 00:00:34.995000,0 days 00:00:37.955000,0 days 00:00:02.960000,ES_024_7
EN_024_8,48,14,EN,EN_024,OG,0 days 00:00:38.415000,0 days 00:00:40.655000,0 days 00:00:02.240000,ES_024_8
EN_024_9,48,14,EN,EN_024,OG,0 days 00:00:41.025000,0 days 00:00:42.925000,0 days 00:00:01.900000,ES_024_9
EN_024_11,48,14,EN,EN_024,OG,0 days 00:00:44.070000,0 days 00:00:47.480000,0 days 00:00:03.410000,ES_024_11
EN_024_12,48,14,EN,EN_024,OG,0 days 00:00:47.550000,0 days 00:00:50.120000,0 days 00:00:02.570000,ES_024_12
EN_024_20,48,14,EN,EN_024,OG,0 days 00:01:39.320000,0 days 00:01:42.430000,0 days 00:00:03.110000,ES_024_20
EN_024_22,48,14,EN,EN_024,OG,0 days 00:01:44.770000,0 days 00:01:45.990000,0 days 00:00:01.220000,ES_024_22
EN_024_25,48,14,EN,EN_024,OG,0 days 00:01:51.440000,0 days 00:01:53.480000,0 days 00:00:02.040000,ES_024_25
EN_024_32,48,14,EN,EN_024,OG,0 days 00:02:36.690000,0 days 00:02:38.480000,0 days 00:00:01.790000,ES_024_32
EN_024_48,48,14,EN,EN_024,OG,0 days 00:02:39.165000,0 days 00:02:41.285000,0 days 00:00:02.120000,ES_024_48
EN_024_36,48,14,EN,EN_024,OG,0 days 00:02:53.610000,0 days 00:02:57,0 days 00:00:03.390000,ES_024_36
EN_024_38,48,14,EN,EN_024,OG,0 days 00:03:05.250000,0 days 00:03:06.360000,0 days 00:00:01.110000,ES_024_38
EN_024_42,48,14,EN,EN_024,OG,0 days 00:03:31.105000,0 days 00:03:32.905000,0 days 00:00:01.800000,ES_024_42
EN_024_46,48,14,EN,EN_024,OG,0 days 00:04:54.455000,0 days 00:04:57.435000,0 days 00:00:02.980000,ES_024_46
EN_024_1,47,20,EN,EN_024,OG,0 days 00:00:03.090000,0 days 00:00:09.600000,0 days 00:00:06.510000,ES_024_1
EN_024_2,47,20,EN,EN_024,OG,0 days 00:00:11.190000,0 days 00:00:16.540000,0 days 00:00:05.350000,ES_024_2
EN_024_3,47,20,EN,EN_024,OG,0 days 00:00:17.130000,0 days 00:00:19.420000,0 days 00:00:02.290000,ES_024_3
EN_024_4,47,20,EN,EN_024,OG,0 days 00:00:19.525000,0 days 00:00:21.985000,0 days 00:00:02.460000,ES_024_4
EN_024_10,47,20,EN,EN_024,OG,0 days 00:00:42.990000,0 days 00:00:44.430000,0 days 00:00:01.440000,ES_024_10
EN_024_13,47,20,EN,EN_024,OG,0 days 00:01:02.255000,0 days 00:01:04.705000,0 days 00:00:02.450000,ES_024_13
EN_024_14,47,20,EN,EN_024,OG,0 days 00:01:05.400000,0 days 00:01:08.700000,0 days 00:00:03.300000,ES_024_14
EN_024_15,47,20,EN,EN_024,OG,0 days 00:01:09.080000,0 days 00:01:11.930000,0 days 00:00:02.850000,ES_024_15
EN_024_16,47,20,EN,EN_024,OG,0 days 00:01:14.025000,0 days 00:01:16.305000,0 days 00:00:02.280000,ES_024_16
EN_024_17,47,20,EN,EN_024,OG,0 days 00:01:16.305000,0 days 00:01:17.575000,0 days 00:00:01.270000,ES_024_17
EN_024_18,47,20,EN,EN_024,OG,0 days 00:01:25.115000,0 days 00:01:29.175000,0 days 00:00:04.060000,ES_024_18
EN_024_19,47,20,EN,EN_024,OG,0 days 00:01:36.595000,0 days 00:01:39.225000,0 days 00:00:02.630000,ES_024_19
EN_024_21,47,20,EN,EN_024,OG,0 days 00:01:42.515000,0 days 00:01:45.985000,0 days 00:00:03.470000,ES_024_21
EN_024_23,47,20,EN,EN_024,OG,0 days 00:01:46.180000,0 days 00:01:49.330000,0 days 00:00:03.150000,ES_024_23
EN_024_24,47,20,EN,EN_024,OG,0 days 00:01:49.495000,0 days 00:01:51.405000,0 days 00:00:01.910000,ES_024_24
EN_024_26,47,20,EN,EN_024,OG,0 days 00:01:54.460000,0 days 00:01:57.610000,0 days 00:00:03.150000,ES_024_26
EN_024_27,47,20,EN,EN_024,OG,0 days 00:01:59.310000,0 days 00:02:00.630000,0 days 00:00:01.320000,ES_024_27
EN_024_28,47,20,EN,EN_024,OG,0 days 00:02:01.120000,0 days 00:02:03.800000,0 days 00:00:02.680000,ES_024_28
EN_024_29,47,20,EN,EN_024,OG,0 days 00:02:12.440000,0 days 00:02:18.150000,0 days 00:00:05.710000,ES_024_29
EN_024_30,47,20,EN,EN_024,OG,0 days 00:02:19.045000,0 days 00:02:21.995000,0 days 00:00:02.950000,ES_024_30
EN_024_31,47,20,EN,EN_024,OG,0 days 00:02:27.490000,0 days 00:02:30.080000,0 days 00:00:02.590000,ES_024_31
EN_024_33,47,20,EN,EN_024,OG,0 days 00:02:37.845000,0 days 00:02:41.785000,0 days 00:00:03.940000,ES_024_33
EN_024_34,47,20,EN,EN_024,OG,0 days 00:02:48.060000,0 days 00:02:50.350000,0 days 00:00:02.290000,ES_024_34
EN_024_35,47,20,EN,EN_024,OG,0 days 00:02:50.385000,0 days 00:02:53.135000,0 days 00:00:02.750000,ES_024_35
EN_024_37,47,20,EN,EN_024,OG,0 days 00:03:03.200000,0 days 00:03:06.440000,0 days 00:00:03.240000,ES_024_37
EN_024_39,47,20,EN,EN_024,OG,0 days 00:03:08.850000,0 days 00:03:11.610000,0 days 00:00:02.760000,ES_024_39
EN_024_40,47,20,EN,EN_024,OG,0 days 00:03:16.710000,0 days 00:03:21.430000,0 days 00:00:04.720000,ES_024_40
EN_024_41,47,20,EN,EN_024,OG,0 days 00:03:26.440000,0 days 00:03:29.960000,0 days 00:00:03.520000,ES_024_41
EN_024_43,47,20,EN,EN_024,OG,0 days 00:03:32.825000,0 days 00:03:35.965000,0 days 00:00:03.140000,ES_024_43
EN_024_44,47,20,EN,EN_024,OG,0 days 00:03:57.670000,0 days 00:04:00.820000,0 days 00:00:03.150000,ES_024_44
EN_024_45,47,20,EN,EN_024,OG,0 days 00:04:28.775000,0 days 00:04:32.555000,0 days 00:00:03.780000,ES_024_45
EN_024_47,47,20,EN,EN_024,OG,0 days 00:04:57.285000,0 days 00:04:58.835000,0 days 00:00:01.550000,ES_024_47
ES_024_5,48,14,ES,ES_024,RE,0 days 00:01:55.225000,0 days 00:01:57.005000,0 days 00:00:01.780000,EN_024_5
ES_024_6,48,14,ES,ES_024,RE,0 days 00:01:57.025000,0 days 00:01:59.865000,0 days 00:00:02.840000,EN_024_6
ES_024_7,48,14,ES,ES_024,RE,0 days 00:02:28.500000,0 days 00:02:31.370000,0 days 00:00:02.870000,EN_024_7
ES_024_8,48,14,ES,ES_024,RE,0 days 00:02:31.415000,0 days 00:02:33.915000,0 days 00:00:02.500000,EN_024_8
ES_024_9,48,14,ES,ES_024,RE,0 days 00:02:34.165000,0 days 00:02:35.725000,0 days 00:00:01.560000,EN_024_9
ES_024_11,48,14,ES,ES_024,RE,0 days 00:02:59.400000,0 days 00:03:03.380000,0 days 00:00:03.980000,EN_024_11
ES_024_12,48,14,ES,ES_024,RE,0 days 00:03:21.250000,0 days 00:03:24.540000,0 days 00:00:03.290000,EN_024_12
ES_024_20,48,14,ES,ES_024,RE,0 days 00:08:10.230000,0 days 00:08:14.200000,0 days 00:00:03.970000,EN_024_20
ES_024_22,48,14,ES,ES_024,RE,0 days 00:08:47.600000,0 days 00:08:48.660000,0 days 00:00:01.060000,EN_024_22
ES_024_25,48,14,ES,ES_024,RE,0 days 00:09:44.650000,0 days 00:09:46.630000,0 days 00:00:01.980000,EN_024_25
ES_024_32,48,14,ES,ES_024,RE,0 days 00:14:58.720000,0 days 00:15:00.320000,0 days 00:00:01.600000,EN_024_32
ES_024_48,48,14,ES,ES_024,RE,0 days 00:15:01.770000,0 days 00:15:03.840000,0 days 00:00:02.070000,EN_024_48
ES_024_36,48,14,ES,ES_024,RE,0 days 00:16:46.380000,0 days 00:16:50.280000,0 days 00:00:03.900000,EN_024_36
ES_024_38,48,14,ES,ES_024,RE,0 days 00:17:52.350000,0 days 00:17:53.290000,0 days 00:00:00.940000,EN_024_38
ES_024_42,48,14,ES,ES_024,RE,0 days 00:23:21.630000,0 days 00:23:23.680000,0 days 00:00:02.050000,EN_024_42
ES_024_46,48,14,ES,ES_024,RE,0 days 00:27:58.780000,0 days 00:28:02.030000,0 days 00:00:03.250000,EN_024_46
ES_024_1,47,20,ES,ES_024,RE,0 days 00:00:23.220000,0 days 00:00:29.710000,0 days 00:00:06.490000,EN_024_1
ES_024_2,47,20,ES,ES_024,RE,0 days 00:01:05.730000,0 days 00:01:12.520000,0 days 00:00:06.790000,EN_024_2
ES_024_3,47,20,ES,ES_024,RE,0 days 00:01:35.935000,0 days 00:01:37.935000,0 days 00:00:02,EN_024_3
ES_024_4,47,20,ES,ES_024,RE,0 days 00:01:37.935000,0 days 00:01:41.035000,0 days 00:00:03.100000,EN_024_4
ES_024_10,47,20,ES,ES_024,RE,0 days 00:02:58.285000,0 days 00:02:59.495000,0 days 00:00:01.210000,EN_024_10
ES_024_13,47,20,ES,ES_024,RE,0 days 00:04:20.510000,0 days 00:04:23.350000,0 days 00:00:02.840000,EN_024_13
ES_024_14,47,20,ES,ES_024,RE,0 days 00:05:00.050000,0 days 00:05:03.690000,0 days 00:00:03.640000,EN_024_14
ES_024_15,47,20,ES,ES_024,RE,0 days 00:05:15.850000,0 days 00:05:18.940000,0 days 00:00:03.090000,EN_024_15
ES_024_16,47,20,ES,ES_024,RE,0 days 00:05:43.190000,0 days 00:05:45.230000,0 days 00:00:02.040000,EN_024_16
ES_024_17,47,20,ES,ES_024,RE,0 days 00:05:45.230000,0 days 00:05:46.870000,0 days 00:00:01.640000,EN_024_17
ES_024_18,47,20,ES,ES_024,RE,0 days 00:06:22.140000,0 days 00:06:26.070000,0 days 00:00:03.930000,EN_024_18
ES_024_19,47,20,ES,ES_024,RE,0 days 00:07:50.890000,0 days 00:07:53.800000,0 days 00:00:02.910000,EN_024_19
ES_024_21,47,20,ES,ES_024,RE,0 days 00:08:45.010000,0 days 00:08:48.730000,0 days 00:00:03.720000,EN_024_21
ES_024_23,47,20,ES,ES_024,RE,0 days 00:09:13.310000,0 days 00:09:16.310000,0 days 00:00:03,EN_024_23
ES_024_24,47,20,ES,ES_024,RE,0 days 00:09:28.685000,0 days 00:09:30.965000,0 days 00:00:02.280000,EN_024_24
ES_024_26,47,20,ES,ES_024,RE,0 days 00:10:10.070000,0 days 00:10:13.390000,0 days 00:00:03.320000,EN_024_26
ES_024_27,47,20,ES,ES_024,RE,0 days 00:11:16.420000,0 days 00:11:18.200000,0 days 00:00:01.780000,EN_024_27
ES_024_28,47,20,ES,ES_024,RE,0 days 00:11:18.220000,0 days 00:11:21.240000,0 days 00:00:03.020000,EN_024_28
ES_024_29,47,20,ES,ES_024,RE,0 days 00:12:05.740000,0 days 00:12:10.590000,0 days 00:00:04.850000,EN_024_29
ES_024_30,47,20,ES,ES_024,RE,0 days 00:12:35.180000,0 days 00:12:38.820000,0 days 00:00:03.640000,EN_024_30
ES_024_31,47,20,ES,ES_024,RE,0 days 00:13:00.860000,0 days 00:13:03.900000,0 days 00:00:03.040000,EN_024_31
ES_024_33,47,20,ES,ES_024,RE,0 days 00:14:59.970000,0 days 00:15:04.270000,0 days 00:00:04.300000,EN_024_33
ES_024_34,47,20,ES,ES_024,RE,0 days 00:16:07.655000,0 days 00:16:09.435000,0 days 00:00:01.780000,EN_024_34
ES_024_35,47,20,ES,ES_024,RE,0 days 00:16:09.465000,0 days 00:16:12.005000,0 days 00:00:02.540000,EN_024_35
ES_024_37,47,20,ES,ES_024,RE,0 days 00:17:49.540000,0 days 00:17:53.100000,0 days 00:00:03.560000,EN_024_37
ES_024_39,47,20,ES,ES_024,RE,0 days 00:18:48.470000,0 days 00:18:51.210000,0 days 00:00:02.740000,EN_024_39
ES_024_40,47,20,ES,ES_024,RE,0 days 00:20:03.510000,0 days 00:20:08.100000,0 days 00:00:04.590000,EN_024_40
ES_024_41,47,20,ES,ES_024,RE,0 days 00:22:58.270000,0 days 00:23:02.310000,0 days 00:00:04.040000,EN_024_41
ES_024_43,47,20,ES,ES_024,RE,0 days 00:23:23.365000,0 days 00:23:26.345000,0 days 00:00:02.980000,EN_024_43
ES_024_44,47,20,ES,ES_024,RE,0 days 00:24:53.500000,0 days 00:24:57.330000,0 days 00:00:03.830000,EN_024_44
ES_024_45,47,20,ES,ES_024,RE,0 days 00:26:56.410000,0 days 00:27:00.450000,0 days 00:00:04.040000,EN_024_45
ES_024_47,47,20,ES,ES_024,RE,0 days 00:28:21.970000,0 days 00:28:23.680000,0 days 00:00:01.710000,EN_024_47
EN_025_2,50,23,EN,EN_025,OG,0 days 00:00:05.520000,0 days 00:00:12.250000,0 days 00:00:06.730000,ES_025_2
EN_025_3,50,23,EN,EN_025,OG,0 days 00:00:12.250000,0 days 00:00:14.865000,0 days 00:00:02.615000,ES_025_3
EN_025_4,50,23,EN,EN_025,OG,0 days 00:00:14.882000,0 days 00:00:16.832000,0 days 00:00:01.950000,ES_025_4
EN_025_5,50,23,EN,EN_025,OG,0 days 00:00:20.235000,0 days 00:00:24.325000,0 days 00:00:04.090000,ES_025_5
EN_025_6,50,23,EN,EN_025,OG,0 days 00:00:24.935000,0 days 00:00:27.345000,0 days 00:00:02.410000,ES_025_6
EN_025_7,50,23,EN,EN_025,OG,0 days 00:00:27.465000,0 days 00:00:31.085000,0 days 00:00:03.620000,ES_025_7
EN_025_8,50,23,EN,EN_025,OG,0 days 00:00:31.670000,0 days 00:00:35.180000,0 days 00:00:03.510000,ES_025_8
EN_025_10,50,23,EN,EN_025,OG,0 days 00:00:37.435000,0 days 00:00:40.835000,0 days 00:00:03.400000,ES_025_10
EN_025_11,50,23,EN,EN_025,OG,0 days 00:00:40.920000,0 days 00:00:43.510000,0 days 00:00:02.590000,ES_025_11
EN_025_12,50,23,EN,EN_025,OG,0 days 00:00:44.590000,0 days 00:00:48.550000,0 days 00:00:03.960000,ES_025_12
EN_025_13,50,23,EN,EN_025,OG,0 days 00:00:49.225000,0 days 00:00:50.935000,0 days 00:00:01.710000,ES_025_13
EN_025_14,50,23,EN,EN_025,OG,0 days 00:00:50.965000,0 days 00:00:54.375000,0 days 00:00:03.410000,ES_025_14
EN_025_15,50,23,EN,EN_025,OG,0 days 00:00:54.395000,0 days 00:00:58.065000,0 days 00:00:03.670000,ES_025_15
EN_025_17,50,23,EN,EN_025,OG,0 days 00:00:59.565000,0 days 00:01:02.065000,0 days 00:00:02.500000,ES_025_17
EN_025_18,50,23,EN,EN_025,OG,0 days 00:01:02.675000,0 days 00:01:06.015000,0 days 00:00:03.340000,ES_025_18
EN_025_19,50,23,EN,EN_025,OG,0 days 00:01:06.040000,0 days 00:01:07.610000,0 days 00:00:01.570000,ES_025_19
EN_025_20,50,23,EN,EN_025,OG,0 days 00:01:38.025000,0 days 00:01:41.075000,0 days 00:00:03.050000,ES_025_20
EN_025_22,50,23,EN,EN_025,OG,0 days 00:01:41.075000,0 days 00:01:43.755000,0 days 00:00:02.680000,ES_025_22
EN_025_24,50,23,EN,EN_025,OG,0 days 00:01:43.975000,0 days 00:01:46.385000,0 days 00:00:02.410000,ES_025_24
EN_025_26,50,23,EN,EN_025,OG,0 days 00:01:55.545000,0 days 00:01:59.985000,0 days 00:00:04.440000,ES_025_26
EN_025_27,50,23,EN,EN_025,OG,0 days 00:02:02.220000,0 days 00:02:04.310000,0 days 00:00:02.090000,ES_025_27
EN_025_29,50,23,EN,EN_025,OG,0 days 00:02:14.340000,0 days 00:02:19.460000,0 days 00:00:05.120000,ES_025_29
EN_025_30,50,23,EN,EN_025,OG,0 days 00:02:19.775000,0 days 00:02:24.305000,0 days 00:00:04.530000,ES_025_30
EN_025_31,50,23,EN,EN_025,OG,0 days 00:02:43.377000,0 days 00:02:46.797000,0 days 00:00:03.420000,ES_025_31
EN_025_32,50,23,EN,EN_025,OG,0 days 00:02:46.817000,0 days 00:02:50.437000,0 days 00:00:03.620000,ES_025_32
EN_025_33,50,23,EN,EN_025,OG,0 days 00:02:50.767000,0 days 00:02:54.667000,0 days 00:00:03.900000,ES_025_33
EN_025_35,50,23,EN,EN_025,OG,0 days 00:02:55.302000,0 days 00:02:58.912000,0 days 00:00:03.610000,ES_025_35
EN_025_37,50,23,EN,EN_025,OG,0 days 00:03:01.392000,0 days 00:03:02.462000,0 days 00:00:01.070000,ES_025_37
EN_025_38,50,23,EN,EN_025,OG,0 days 00:03:03.152000,0 days 00:03:05.572000,0 days 00:00:02.420000,ES_025_38
EN_025_40,50,23,EN,EN_025,OG,0 days 00:03:07.665000,0 days 00:03:11.435000,0 days 00:00:03.770000,ES_025_40
EN_025_42,50,23,EN,EN_025,OG,0 days 00:03:12.135000,0 days 00:03:15.435000,0 days 00:00:03.300000,ES_025_42
EN_025_43,50,23,EN,EN_025,OG,0 days 00:03:18.890000,0 days 00:03:22.400000,0 days 00:00:03.510000,ES_025_43
EN_025_44,50,23,EN,EN_025,OG,0 days 00:03:24.630000,0 days 00:03:30.640000,0 days 00:00:06.010000,ES_025_44
EN_025_45,50,23,EN,EN_025,OG,0 days 00:03:31.340000,0 days 00:03:33.090000,0 days 00:00:01.750000,ES_025_45
EN_025_47,50,23,EN,EN_025,OG,0 days 00:04:01.230000,0 days 00:04:08.060000,0 days 00:00:06.830000,ES_025_47
EN_025_48,50,23,EN,EN_025,OG,0 days 00:04:08.070000,0 days 00:04:11.860000,0 days 00:00:03.790000,ES_025_48
EN_025_49,50,23,EN,EN_025,OG,0 days 00:04:12.040000,0 days 00:04:14.510000,0 days 00:00:02.470000,ES_025_49
EN_025_50,50,23,EN,EN_025,OG,0 days 00:04:14.640000,0 days 00:04:16.450000,0 days 00:00:01.810000,ES_025_50
EN_025_51,50,23,EN,EN_025,OG,0 days 00:04:19.540000,0 days 00:04:21.950000,0 days 00:00:02.410000,ES_025_51
EN_025_53,50,23,EN,EN_025,OG,0 days 00:04:34.570000,0 days 00:04:37.240000,0 days 00:00:02.670000,ES_025_53
EN_025_54,50,23,EN,EN_025,OG,0 days 00:04:37.590000,0 days 00:04:39.020000,0 days 00:00:01.430000,ES_025_54
EN_025_56,50,23,EN,EN_025,OG,0 days 00:04:40.180000,0 days 00:04:40.950000,0 days 00:00:00.770000,ES_025_56
EN_025_59,50,23,EN,EN_025,OG,0 days 00:04:43.265000,0 days 00:04:45.745000,0 days 00:00:02.480000,ES_025_59
EN_025_60,50,23,EN,EN_025,OG,0 days 00:04:46.005000,0 days 00:04:48.145000,0 days 00:00:02.140000,ES_025_60
EN_025_1,49,3,EN,EN_025,OG,0 days 00:00:00.540000,0 days 00:00:04.150000,0 days 00:00:03.610000,ES_025_1
EN_025_9,49,3,EN,EN_025,OG,0 days 00:00:31.610000,0 days 00:00:32.890000,0 days 00:00:01.280000,ES_025_9
EN_025_16,49,3,EN,EN_025,OG,0 days 00:00:55.995000,0 days 00:00:56.895000,0 days 00:00:00.900000,ES_025_16
EN_025_21,49,3,EN,EN_025,OG,0 days 00:01:38.345000,0 days 00:01:40.365000,0 days 00:00:02.020000,ES_025_21
EN_025_23,49,3,EN,EN_025,OG,0 days 00:01:42.360000,0 days 00:01:43.770000,0 days 00:00:01.410000,ES_025_23
EN_025_25,49,3,EN,EN_025,OG,0 days 00:01:46.745000,0 days 00:01:48.385000,0 days 00:00:01.640000,ES_025_25
EN_025_28,49,3,EN,EN_025,OG,0 days 00:02:04.190000,0 days 00:02:05.020000,0 days 00:00:00.830000,ES_025_28
EN_025_34,49,3,EN,EN_025,OG,0 days 00:02:53.632000,0 days 00:02:54.392000,0 days 00:00:00.760000,ES_025_34
EN_025_36,49,3,EN,EN_025,OG,0 days 00:02:59.452000,0 days 00:03:00.172000,0 days 00:00:00.720000,ES_025_36
EN_025_39,49,3,EN,EN_025,OG,0 days 00:03:06.305000,0 days 00:03:07.395000,0 days 00:00:01.090000,ES_025_39
EN_025_41,49,3,EN,EN_025,OG,0 days 00:03:09.755000,0 days 00:03:10.745000,0 days 00:00:00.990000,ES_025_41
EN_025_46,49,3,EN,EN_025,OG,0 days 00:03:57.010000,0 days 00:03:58.400000,0 days 00:00:01.390000,ES_025_46
EN_025_52,49,3,EN,EN_025,OG,0 days 00:04:22.590000,0 days 00:04:26.310000,0 days 00:00:03.720000,ES_025_52
EN_025_55,49,3,EN,EN_025,OG,0 days 00:04:38.820000,0 days 00:04:40.140000,0 days 00:00:01.320000,ES_025_55
EN_025_57,49,3,EN,EN_025,OG,0 days 00:04:40.920000,0 days 00:04:42.385000,0 days 00:00:01.465000,ES_025_57
EN_025_58,49,3,EN,EN_025,OG,0 days 00:04:42.385000,0 days 00:04:43.165000,0 days 00:00:00.780000,ES_025_58
ES_025_2,50,23,ES,ES_025,RE,0 days 00:01:33.760000,0 days 00:01:38.910000,0 days 00:00:05.150000,EN_025_2
ES_025_3,50,23,ES,ES_025,RE,0 days 00:02:35.105000,0 days 00:02:38.055000,0 days 00:00:02.950000,EN_025_3
ES_025_4,50,23,ES,ES_025,RE,0 days 00:02:38.075000,0 days 00:02:40.125000,0 days 00:00:02.050000,EN_025_4
ES_025_5,50,23,ES,ES_025,RE,0 days 00:03:26.015000,0 days 00:03:29.335000,0 days 00:00:03.320000,EN_025_5
ES_025_6,50,23,ES,ES_025,RE,0 days 00:03:29.570000,0 days 00:03:31.620000,0 days 00:00:02.050000,EN_025_6
ES_025_7,50,23,ES,ES_025,RE,0 days 00:05:20.790000,0 days 00:05:24.610000,0 days 00:00:03.820000,EN_025_7
ES_025_8,50,23,ES,ES_025,RE,0 days 00:05:24.765000,0 days 00:05:28.235000,0 days 00:00:03.470000,EN_025_8
ES_025_10,50,23,ES,ES_025,RE,0 days 00:06:52.425000,0 days 00:06:55.695000,0 days 00:00:03.270000,EN_025_10
ES_025_11,50,23,ES,ES_025,RE,0 days 00:06:55.705000,0 days 00:06:58.075000,0 days 00:00:02.370000,EN_025_11
ES_025_12,50,23,ES,ES_025,RE,0 days 00:08:20.980000,0 days 00:08:25.410000,0 days 00:00:04.430000,EN_025_12
ES_025_13,50,23,ES,ES_025,RE,0 days 00:09:19.385000,0 days 00:09:21.825000,0 days 00:00:02.440000,EN_025_13
ES_025_14,50,23,ES,ES_025,RE,0 days 00:09:21.870000,0 days 00:09:26.220000,0 days 00:00:04.350000,EN_025_14
ES_025_15,50,23,ES,ES_025,RE,0 days 00:10:04.820000,0 days 00:10:09.510000,0 days 00:00:04.690000,EN_025_15
ES_025_17,50,23,ES,ES_025,RE,0 days 00:10:41.990000,0 days 00:10:44.330000,0 days 00:00:02.340000,EN_025_17
ES_025_18,50,23,ES,ES_025,RE,0 days 00:11:21.475000,0 days 00:11:23.985000,0 days 00:00:02.510000,EN_025_18
ES_025_19,50,23,ES,ES_025,RE,0 days 00:11:23.985000,0 days 00:11:25.380000,0 days 00:00:01.395000,EN_025_19
ES_025_20,50,23,ES,ES_025,RE,0 days 00:13:21.980000,0 days 00:13:25.340000,0 days 00:00:03.360000,EN_025_20
ES_025_22,50,23,ES,ES_025,RE,0 days 00:15:24.070000,0 days 00:15:27.330000,0 days 00:00:03.260000,EN_025_22
ES_025_24,50,23,ES,ES_025,RE,0 days 00:16:11.940000,0 days 00:16:13.810000,0 days 00:00:01.870000,EN_025_24
ES_025_26,50,23,ES,ES_025,RE,0 days 00:17:12.060000,0 days 00:17:16.190000,0 days 00:00:04.130000,EN_025_26
ES_025_27,50,23,ES,ES_025,RE,0 days 00:18:33.665000,0 days 00:18:35.585000,0 days 00:00:01.920000,EN_025_27
ES_025_29,50,23,ES,ES_025,RE,0 days 00:19:23.410000,0 days 00:19:27.990000,0 days 00:00:04.580000,EN_025_29
ES_025_30,50,23,ES,ES_025,RE,0 days 00:21:30.960000,0 days 00:21:35.510000,0 days 00:00:04.550000,EN_025_30
ES_025_31,50,23,ES,ES_025,RE,0 days 00:23:25.290000,0 days 00:23:27.640000,0 days 00:00:02.350000,EN_025_31
ES_025_32,50,23,ES,ES_025,RE,0 days 00:23:28.090000,0 days 00:23:31.070000,0 days 00:00:02.980000,EN_025_32
ES_025_33,50,23,ES,ES_025,RE,0 days 00:23:51.030000,0 days 00:23:56.170000,0 days 00:00:05.140000,EN_025_33
ES_025_35,50,23,ES,ES_025,RE,0 days 00:25:34.475000,0 days 00:25:38.325000,0 days 00:00:03.850000,EN_025_35
ES_025_37,50,23,ES,ES_025,RE,0 days 00:26:37.950000,0 days 00:26:39.190000,0 days 00:00:01.240000,EN_025_37
ES_025_38,50,23,ES,ES_025,RE,0 days 00:26:39.205000,0 days 00:26:41.255000,0 days 00:00:02.050000,EN_025_38
ES_025_40,50,23,ES,ES_025,RE,0 days 00:28:30.040000,0 days 00:28:33.520000,0 days 00:00:03.480000,EN_025_40
ES_025_42,50,23,ES,ES_025,RE,0 days 00:29:49.300000,0 days 00:29:53.100000,0 days 00:00:03.800000,EN_025_42
ES_025_43,50,23,ES,ES_025,RE,0 days 00:30:42.910000,0 days 00:30:45.810000,0 days 00:00:02.900000,EN_025_43
ES_025_44,50,23,ES,ES_025,RE,0 days 00:31:16.430000,0 days 00:31:21.610000,0 days 00:00:05.180000,EN_025_44
ES_025_45,50,23,ES,ES_025,RE,0 days 00:31:48.310000,0 days 00:31:50.580000,0 days 00:00:02.270000,EN_025_45
ES_025_47,50,23,ES,ES_025,RE,0 days 00:34:33.530000,0 days 00:34:39.200000,0 days 00:00:05.670000,EN_025_47
