id,markup_value,tier_name,time_start,time_end,conv_id,trans_conv_id,lang_code,trans_lang_code,conv_audio_path,original_or_reenacted,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,trans_id,duration,audio_path
ES_020_#25,#25,Utterance,0 days 00:18:38.210000,0 days 00:18:42.080000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#25,0 days 00:00:03.870000,fragments-long/ES_020_#25.wav
ES_020_#13,#13,Utterance,0 days 00:19:46.470000,0 days 00:19:48.320000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#13,0 days 00:00:01.850000,fragments-long/ES_020_#13.wav
ES_020_#14,#14,Utterance,0 days 00:21:13.890000,0 days 00:21:19.550000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#14,0 days 00:00:05.660000,fragments-long/ES_020_#14.wav
ES_020_#15,#15,Utterance,0 days 00:24:10.040000,0 days 00:24:13.340000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#15,0 days 00:00:03.300000,fragments-long/ES_020_#15.wav
ES_020_#16,#16,Utterance,0 days 00:25:25.340000,0 days 00:25:30.770000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#16,0 days 00:00:05.430000,fragments-long/ES_020_#16.wav
ES_020_#17,#17,Utterance,0 days 00:27:21.810000,0 days 00:27:26.800000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#17,0 days 00:00:04.990000,fragments-long/ES_020_#17.wav
ES_020_#18,#18,Utterance,0 days 00:29:10.020000,0 days 00:29:15.600000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#18,0 days 00:00:05.580000,fragments-long/ES_020_#18.wav
ES_020_#19,#19,Utterance,0 days 00:30:52.300000,0 days 00:30:57.490000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#19,0 days 00:00:05.190000,fragments-long/ES_020_#19.wav
ES_020_#20,#20,Utterance,0 days 00:33:35.180000,0 days 00:33:41.150000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#20,0 days 00:00:05.970000,fragments-long/ES_020_#20.wav
ES_020_#21,#21,Utterance,0 days 00:34:13.010000,0 days 00:34:16.110000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#21,0 days 00:00:03.100000,fragments-long/ES_020_#21.wav
ES_020_#22,#22,Utterance,0 days 00:36:01.410000,0 days 00:36:02.770000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#22,0 days 00:00:01.360000,fragments-long/ES_020_#22.wav
ES_020_#23,#23,Utterance,0 days 00:37:18.230000,0 days 00:37:22.170000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#23,0 days 00:00:03.940000,fragments-long/ES_020_#23.wav
ES_020_#24,#24,Utterance,0 days 00:39:08.570000,0 days 00:39:12.170000,ES_020,EN_020,ES,EN,recordings/ES_020.wav,RE,39,40,3,23,EN_020_#24,0 days 00:00:03.600000,fragments-long/ES_020_#24.wav
EN_021_#1,#1,Utterance,0 days 00:00:03.980000,0 days 00:00:07.940000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#1,0 days 00:00:03.960000,fragments-long/EN_021_#1.wav
EN_021_#2,#2,Utterance,0 days 00:00:14.260000,0 days 00:00:17.180000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#2,0 days 00:00:02.920000,fragments-long/EN_021_#2.wav
EN_021_#3,#3,Utterance,0 days 00:00:43.665000,0 days 00:00:46.775000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#3,0 days 00:00:03.110000,fragments-long/EN_021_#3.wav
EN_021_#4,#4,Utterance,0 days 00:00:48.175000,0 days 00:00:50.945000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#4,0 days 00:00:02.770000,fragments-long/EN_021_#4.wav
EN_021_#5,#5,Utterance,0 days 00:00:57.595000,0 days 00:01:02.395000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#5,0 days 00:00:04.800000,fragments-long/EN_021_#5.wav
EN_021_#6,#6,Utterance,0 days 00:01:11.950000,0 days 00:01:17.520000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#6,0 days 00:00:05.570000,fragments-long/EN_021_#6.wav
EN_021_#7,#7,Utterance,0 days 00:01:26.370000,0 days 00:01:28.830000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#7,0 days 00:00:02.460000,fragments-long/EN_021_#7.wav
EN_021_#8,#8,Utterance,0 days 00:01:36.885000,0 days 00:01:40.865000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#8,0 days 00:00:03.980000,fragments-long/EN_021_#8.wav
EN_021_#9,#9,Utterance,0 days 00:01:46.220000,0 days 00:01:48.530000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#9,0 days 00:00:02.310000,fragments-long/EN_021_#9.wav
EN_021_#10,#10,Utterance,0 days 00:01:49.630000,0 days 00:01:59,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#10,0 days 00:00:09.370000,fragments-long/EN_021_#10.wav
EN_021_#11,#11,Utterance,0 days 00:02:06.310000,0 days 00:02:11.450000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#11,0 days 00:00:05.140000,fragments-long/EN_021_#11.wav
EN_021_#12,#12,Utterance,0 days 00:02:12.020000,0 days 00:02:16.140000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#12,0 days 00:00:04.120000,fragments-long/EN_021_#12.wav
EN_021_#13,#13,Utterance,0 days 00:02:18.480000,0 days 00:02:23.910000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#13,0 days 00:00:05.430000,fragments-long/EN_021_#13.wav
EN_021_#14,#14,Utterance,0 days 00:02:34.170000,0 days 00:02:39.420000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#14,0 days 00:00:05.250000,fragments-long/EN_021_#14.wav
EN_021_#15,#15,Utterance,0 days 00:02:57.320000,0 days 00:03:03.750000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#15,0 days 00:00:06.430000,fragments-long/EN_021_#15.wav
EN_021_#16,#16,Utterance,0 days 00:03:06.540000,0 days 00:03:12.810000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#16,0 days 00:00:06.270000,fragments-long/EN_021_#16.wav
EN_021_#17,#17,Utterance,0 days 00:03:34.350000,0 days 00:03:38.350000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#17,0 days 00:00:04,fragments-long/EN_021_#17.wav
EN_021_#18,#18,Utterance,0 days 00:03:38.475000,0 days 00:03:41.785000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#18,0 days 00:00:03.310000,fragments-long/EN_021_#18.wav
EN_021_#19,#19,Utterance,0 days 00:03:41.850000,0 days 00:03:45.550000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#19,0 days 00:00:03.700000,fragments-long/EN_021_#19.wav
EN_021_#20,#20,Utterance,0 days 00:04:21.805000,0 days 00:04:25.885000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#20,0 days 00:00:04.080000,fragments-long/EN_021_#20.wav
EN_021_#21,#21,Utterance,0 days 00:04:27.210000,0 days 00:04:36.030000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#21,0 days 00:00:08.820000,fragments-long/EN_021_#21.wav
EN_021_#22,#22,Utterance,0 days 00:04:45.565000,0 days 00:04:48.085000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#22,0 days 00:00:02.520000,fragments-long/EN_021_#22.wav
EN_021_#23,#23,Utterance,0 days 00:05:04.580000,0 days 00:05:08.670000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#23,0 days 00:00:04.090000,fragments-long/EN_021_#23.wav
EN_021_#24,#24,Utterance,0 days 00:05:08.820000,0 days 00:05:16.350000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#24,0 days 00:00:07.530000,fragments-long/EN_021_#24.wav
EN_021_#25,#25,Utterance,0 days 00:05:38.180000,0 days 00:05:45.060000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#25,0 days 00:00:06.880000,fragments-long/EN_021_#25.wav
EN_021_#26,#26,Utterance,0 days 00:06:06.105000,0 days 00:06:13.275000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#26,0 days 00:00:07.170000,fragments-long/EN_021_#26.wav
EN_021_#27,#27,Utterance,0 days 00:06:20.955000,0 days 00:06:24.845000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#27,0 days 00:00:03.890000,fragments-long/EN_021_#27.wav
EN_021_#28,#28,Utterance,0 days 00:06:30.465000,0 days 00:06:35.455000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#28,0 days 00:00:04.990000,fragments-long/EN_021_#28.wav
EN_021_#29,#29,Utterance,0 days 00:06:37.800000,0 days 00:06:40.860000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#29,0 days 00:00:03.060000,fragments-long/EN_021_#29.wav
EN_021_#30,#30,Utterance,0 days 00:07:00.110000,0 days 00:07:06.410000,EN_021,ES_021,EN,ES,recordings/EN_021.wav,RE,41,42,3,14,ES_021_#30,0 days 00:00:06.300000,fragments-long/EN_021_#30.wav
ES_021_#1,#1,Utterance,0 days 00:01:19.070000,0 days 00:01:23.830000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#1,0 days 00:00:04.760000,fragments-long/ES_021_#1.wav
ES_021_#2,#2,Utterance,0 days 00:01:58.870000,0 days 00:02:01.360000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#2,0 days 00:00:02.490000,fragments-long/ES_021_#2.wav
ES_021_#3,#3,Utterance,0 days 00:03:31.180000,0 days 00:03:35.310000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#3,0 days 00:00:04.130000,fragments-long/ES_021_#3.wav
ES_021_#4,#4,Utterance,0 days 00:03:47.460000,0 days 00:03:51.100000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#4,0 days 00:00:03.640000,fragments-long/ES_021_#4.wav
ES_021_#5,#5,Utterance,0 days 00:05:28.630000,0 days 00:05:34.660000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#5,0 days 00:00:06.030000,fragments-long/ES_021_#5.wav
ES_021_#6,#6,Utterance,0 days 00:06:29.980000,0 days 00:06:38.330000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#6,0 days 00:00:08.350000,fragments-long/ES_021_#6.wav
ES_021_#7,#7,Utterance,0 days 00:08:58.900000,0 days 00:09:01.180000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#7,0 days 00:00:02.280000,fragments-long/ES_021_#7.wav
ES_021_#8,#8,Utterance,0 days 00:09:42.090000,0 days 00:09:46.310000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#8,0 days 00:00:04.220000,fragments-long/ES_021_#8.wav
ES_021_#9,#9,Utterance,0 days 00:10:14.200000,0 days 00:10:17.840000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#9,0 days 00:00:03.640000,fragments-long/ES_021_#9.wav
ES_021_#10,#10,Utterance,0 days 00:11:07.490000,0 days 00:11:15.680000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#10,0 days 00:00:08.190000,fragments-long/ES_021_#10.wav
ES_021_#11,#11,Utterance,0 days 00:11:51.100000,0 days 00:11:55.700000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#11,0 days 00:00:04.600000,fragments-long/ES_021_#11.wav
ES_021_#12,#12,Utterance,0 days 00:12:19.590000,0 days 00:12:24.130000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#12,0 days 00:00:04.540000,fragments-long/ES_021_#12.wav
ES_021_#13,#13,Utterance,0 days 00:14:21.290000,0 days 00:14:25.930000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#13,0 days 00:00:04.640000,fragments-long/ES_021_#13.wav
ES_021_#14,#14,Utterance,0 days 00:15:00.050000,0 days 00:15:05.540000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#14,0 days 00:00:05.490000,fragments-long/ES_021_#14.wav
ES_021_#15,#15,Utterance,0 days 00:15:57.540000,0 days 00:16:04.610000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#15,0 days 00:00:07.070000,fragments-long/ES_021_#15.wav
ES_021_#16,#16,Utterance,0 days 00:19:18.370000,0 days 00:19:24.030000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#16,0 days 00:00:05.660000,fragments-long/ES_021_#16.wav
ES_021_#17,#17,Utterance,0 days 00:20:33.750000,0 days 00:20:38.090000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#17,0 days 00:00:04.340000,fragments-long/ES_021_#17.wav
ES_021_#18,#18,Utterance,0 days 00:21:18.660000,0 days 00:21:22.030000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#18,0 days 00:00:03.370000,fragments-long/ES_021_#18.wav
ES_021_#19,#19,Utterance,0 days 00:22:30.160000,0 days 00:22:33.970000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#19,0 days 00:00:03.810000,fragments-long/ES_021_#19.wav
ES_021_#20,#20,Utterance,0 days 00:24:25.630000,0 days 00:24:30.650000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#20,0 days 00:00:05.020000,fragments-long/ES_021_#20.wav
ES_021_#21,#21,Utterance,0 days 00:25:48.620000,0 days 00:25:56.750000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#21,0 days 00:00:08.130000,fragments-long/ES_021_#21.wav
ES_021_#22,#22,Utterance,0 days 00:26:30.680000,0 days 00:26:33.480000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#22,0 days 00:00:02.800000,fragments-long/ES_021_#22.wav
ES_021_#23,#23,Utterance,0 days 00:27:29.310000,0 days 00:27:34.420000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#23,0 days 00:00:05.110000,fragments-long/ES_021_#23.wav
ES_021_#24,#24,Utterance,0 days 00:28:41.150000,0 days 00:28:49.550000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#24,0 days 00:00:08.400000,fragments-long/ES_021_#24.wav
ES_021_#25,#25,Utterance,0 days 00:30:01.010000,0 days 00:30:06.300000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#25,0 days 00:00:05.290000,fragments-long/ES_021_#25.wav
ES_021_#26,#26,Utterance,0 days 00:31:31.630000,0 days 00:31:38.110000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#26,0 days 00:00:06.480000,fragments-long/ES_021_#26.wav
ES_021_#27,#27,Utterance,0 days 00:32:32.760000,0 days 00:32:36.830000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#27,0 days 00:00:04.070000,fragments-long/ES_021_#27.wav
ES_021_#28,#28,Utterance,0 days 00:33:12.600000,0 days 00:33:18.880000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#28,0 days 00:00:06.280000,fragments-long/ES_021_#28.wav
ES_021_#29,#29,Utterance,0 days 00:33:46.060000,0 days 00:33:49.670000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#29,0 days 00:00:03.610000,fragments-long/ES_021_#29.wav
ES_021_#30,#30,Utterance,0 days 00:35:07.240000,0 days 00:35:13.920000,ES_021,EN_021,ES,EN,recordings/ES_021.wav,OG,41,42,3,14,EN_021_#30,0 days 00:00:06.680000,fragments-long/ES_021_#30.wav
ES_022_#4,#4,Utterance,0 days 00:00:32.020000,0 days 00:00:34.490000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#4,0 days 00:00:02.470000,fragments-long/ES_022_#4.wav
ES_022_#5,#5,Utterance,0 days 00:00:44.030000,0 days 00:00:47.400000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#5,0 days 00:00:03.370000,fragments-long/ES_022_#5.wav
ES_022_#6,#6,Utterance,0 days 00:00:48.220000,0 days 00:00:50.980000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#6,0 days 00:00:02.760000,fragments-long/ES_022_#6.wav
ES_022_#7,#7,Utterance,0 days 00:00:50.995000,0 days 00:00:55.335000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#7,0 days 00:00:04.340000,fragments-long/ES_022_#7.wav
ES_022_#8,#8,Utterance,0 days 00:00:57.060000,0 days 00:01:00.700000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#8,0 days 00:00:03.640000,fragments-long/ES_022_#8.wav
ES_022_#9,#9,Utterance,0 days 00:01:01.175000,0 days 00:01:05.225000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#9,0 days 00:00:04.050000,fragments-long/ES_022_#9.wav
ES_022_#10,#10,Utterance,0 days 00:01:25.030000,0 days 00:01:30.930000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#10,0 days 00:00:05.900000,fragments-long/ES_022_#10.wav
ES_022_#11,#11,Utterance,0 days 00:01:30.960000,0 days 00:01:35.580000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#11,0 days 00:00:04.620000,fragments-long/ES_022_#11.wav
ES_022_#12,#12,Utterance,0 days 00:01:41.905000,0 days 00:01:43.715000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#12,0 days 00:00:01.810000,fragments-long/ES_022_#12.wav
ES_022_#13,#13,Utterance,0 days 00:01:47.540000,0 days 00:01:52.340000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#13,0 days 00:00:04.800000,fragments-long/ES_022_#13.wav
ES_022_#14,#14,Utterance,0 days 00:02:04.795000,0 days 00:02:11.235000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#14,0 days 00:00:06.440000,fragments-long/ES_022_#14.wav
ES_022_#15,#15,Utterance,0 days 00:02:19.420000,0 days 00:02:26.540000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#15,0 days 00:00:07.120000,fragments-long/ES_022_#15.wav
ES_022_#16,#16,Utterance,0 days 00:02:32.985000,0 days 00:02:36.285000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#16,0 days 00:00:03.300000,fragments-long/ES_022_#16.wav
ES_022_#17,#17,Utterance,0 days 00:02:44.550000,0 days 00:02:48.370000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#17,0 days 00:00:03.820000,fragments-long/ES_022_#17.wav
ES_022_#18,#18,Utterance,0 days 00:02:49.240000,0 days 00:02:52.540000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#18,0 days 00:00:03.300000,fragments-long/ES_022_#18.wav
ES_022_#19,#19,Utterance,0 days 00:02:52.615000,0 days 00:02:55.405000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#19,0 days 00:00:02.790000,fragments-long/ES_022_#19.wav
ES_022_#20,#20,Utterance,0 days 00:02:55.510000,0 days 00:03:01.800000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#20,0 days 00:00:06.290000,fragments-long/ES_022_#20.wav
ES_022_#21,#21,Utterance,0 days 00:03:08.030000,0 days 00:03:14.380000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#21,0 days 00:00:06.350000,fragments-long/ES_022_#21.wav
ES_022_#22,#22,Utterance,0 days 00:03:22.160000,0 days 00:03:31.380000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#22,0 days 00:00:09.220000,fragments-long/ES_022_#22.wav
ES_022_#23,#23,Utterance,0 days 00:03:31.430000,0 days 00:03:36.170000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#23,0 days 00:00:04.740000,fragments-long/ES_022_#23.wav
ES_022_#24,#24,Utterance,0 days 00:03:37.275000,0 days 00:03:39.995000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#24,0 days 00:00:02.720000,fragments-long/ES_022_#24.wav
ES_022_#25,#25,Utterance,0 days 00:03:40.530000,0 days 00:03:46.530000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#25,0 days 00:00:06,fragments-long/ES_022_#25.wav
ES_022_#26,#26,Utterance,0 days 00:03:46.900000,0 days 00:03:56.180000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#26,0 days 00:00:09.280000,fragments-long/ES_022_#26.wav
ES_022_#27,#27,Utterance,0 days 00:08:33.960000,0 days 00:08:38.410000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#27,0 days 00:00:04.450000,fragments-long/ES_022_#27.wav
ES_022_#28,#28,Utterance,0 days 00:08:48.950000,0 days 00:08:52.350000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#28,0 days 00:00:03.400000,fragments-long/ES_022_#28.wav
ES_022_#29,#29,Utterance,0 days 00:08:59.725000,0 days 00:09:03.855000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#29,0 days 00:00:04.130000,fragments-long/ES_022_#29.wav
ES_022_#30,#30,Utterance,0 days 00:09:21.725000,0 days 00:09:23.945000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#30,0 days 00:00:02.220000,fragments-long/ES_022_#30.wav
ES_022_#31,#31,Utterance,0 days 00:09:27.120000,0 days 00:09:30.750000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#31,0 days 00:00:03.630000,fragments-long/ES_022_#31.wav
ES_022_#32,#32,Utterance,0 days 00:09:33.700000,0 days 00:09:41.620000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#32,0 days 00:00:07.920000,fragments-long/ES_022_#32.wav
ES_022_#33,#33,Utterance,0 days 00:10:03.605000,0 days 00:10:09.675000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#33,0 days 00:00:06.070000,fragments-long/ES_022_#33.wav
ES_022_#34,#34,Utterance,0 days 00:10:14.040000,0 days 00:10:19.030000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#34,0 days 00:00:04.990000,fragments-long/ES_022_#34.wav
ES_022_#35,#35,Utterance,0 days 00:10:20.340000,0 days 00:10:24.910000,ES_022,EN_022,ES,EN,recordings/ES_022.wav,OG,43,44,20,14,EN_022_#35,0 days 00:00:04.570000,fragments-long/ES_022_#35.wav
EN_022_#4,#4,Utterance,0 days 00:00:16.940000,0 days 00:00:18.680000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#4,0 days 00:00:01.740000,fragments-long/EN_022_#4.wav
EN_022_#5,#5,Utterance,0 days 00:01:08.550000,0 days 00:01:12.400000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#5,0 days 00:00:03.850000,fragments-long/EN_022_#5.wav
EN_022_#6,#6,Utterance,0 days 00:02:55.260000,0 days 00:02:59.630000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#6,0 days 00:00:04.370000,fragments-long/EN_022_#6.wav
EN_022_#7,#7,Utterance,0 days 00:03:21.140000,0 days 00:03:26.470000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#7,0 days 00:00:05.330000,fragments-long/EN_022_#7.wav
EN_022_#8,#8,Utterance,0 days 00:04:05.560000,0 days 00:04:09.080000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#8,0 days 00:00:03.520000,fragments-long/EN_022_#8.wav
EN_022_#9,#9,Utterance,0 days 00:04:20.620000,0 days 00:04:24.940000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#9,0 days 00:00:04.320000,fragments-long/EN_022_#9.wav
EN_022_#10,#10,Utterance,0 days 00:05:18.590000,0 days 00:05:22.720000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#10,0 days 00:00:04.130000,fragments-long/EN_022_#10.wav
EN_022_#11,#11,Utterance,0 days 00:06:17.900000,0 days 00:06:21.540000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#11,0 days 00:00:03.640000,fragments-long/EN_022_#11.wav
EN_022_#12,#12,Utterance,0 days 00:06:52.690000,0 days 00:06:54.510000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#12,0 days 00:00:01.820000,fragments-long/EN_022_#12.wav
EN_022_#13,#13,Utterance,0 days 00:07:40.800000,0 days 00:07:46.380000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#13,0 days 00:00:05.580000,fragments-long/EN_022_#13.wav
EN_022_#14,#14,Utterance,0 days 00:08:56.620000,0 days 00:09:02.150000,EN_022,ES_022,EN,ES,recordings/EN_022.wav,RE,43,44,20,14,ES_022_#14,0 days 00:00:05.530000,fragments-long/EN_022_#14.wav
